,Artist Name,Track,Main Genre,Popularity,Year in Top 50
327,Sean Paul,No Lie,dance pop,79,2017
328,Dua Lipa,No Lie,dance pop,87,2017
329,Childish Gambino,Redbone,atl hip hop,78,2017
330,Charlie Puth,Attention,dance pop,83,2017
331,Kendrick Lamar,LOVE. FEAT. ZACARI.,conscious hip hop,88,2017
332,Zacari,LOVE. FEAT. ZACARI.,gqom,66,2017
333,Chord Overstreet,Hold On,acoustic pop,64,2017
334,Post Malone,Congratulations,dfw rap,87,2017
335,Quavo,Congratulations,atl hip hop,81,2017
336,Shawn Mendes,Mercy,canadian pop,84,2017
337,French Montana,Unforgettable,gangster rap,74,2017
338,Swae Lee,Unforgettable,melodic rap,76,2017
339,Imagine Dragons,Whatever It Takes,modern rock,88,2017
340,The Weeknd,I Feel It Coming,canadian contemporary r&b,93,2017
341,Daft Punk,I Feel It Coming,electro,80,2017
342,Dua Lipa,New Rules,dance pop,87,2017
343,Ed Sheeran,Happier,pop,90,2017
344,Khalid,Young Dumb & Broke,pop,85,2017
345,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),dance pop,76,2017
346,Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),pop,100,2017
347,Rag'n'Bone Man,Human,neo soul,67,2017
348,Axwell /\ Ingrosso,More Than You Know,dance pop,64,2017
349,Kendrick Lamar,DNA.,conscious hip hop,88,2017
350,Post Malone,I Fall Apart,dfw rap,87,2017
351,Bruno Mars,24K Magic,dance pop,87,2017
352,Taylor Swift,Look What You Made Me Do,pop,100,2017
353,Travis Scott,BUTTERFLY EFFECT,rap,88,2017
354,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),melodic rap,81,2017
355,Kodak Black,Drowning (feat. Kodak Black),florida rap,81,2017
356,Ed Sheeran,Galway Girl,pop,90,2017
357,Playboi Carti,Magnolia,atl hip hop,82,2017
358,21 Savage,Bank Account,atl hip hop,92,2017
359,G-Eazy,Him & I (with Halsey),indie pop rap,74,2017
360,Halsey,Him & I (with Halsey),dance pop,82,2017
361,Avicii,Without You (feat. Sandro Cavazza),dance pop,80,2017
362,Sandro Cavazza,Without You (feat. Sandro Cavazza),swedish pop,65,2017
363,The Weeknd,Starboy,canadian contemporary r&b,93,2016
364,Daft Punk,Starboy,electro,80,2016
365,Drake,One Dance,canadian hip hop,97,2016
366,Wizkid,One Dance,afro dancehall,77,2016
367,Kyla,One Dance,uk funky,67,2016
368,Justin Bieber,Love Yourself,canadian pop,90,2016
369,The Chainsmokers,Closer,dance pop,80,2016
370,Halsey,Closer,dance pop,82,2016
371,Adele,Hello,british soul,84,2016
372,Desiigner,Panda,pop rap,63,2016
373,Frank Ocean,Pink + White,hip hop,83,2016
374,Sia,Cheap Thrills (feat. Sean Paul),australian dance,84,2016
375,Sean Paul,Cheap Thrills (feat. Sean Paul),dance pop,79,2016
376,Shawn Mendes,Treat You Better,canadian pop,84,2016
377,Rihanna,Work,barbadian pop,89,2016
378,Drake,Work,canadian hip hop,97,2016
379,Coldplay,Hymn for the Weekend,permanent wave,88,2016
380,Justin Bieber,Sorry,canadian pop,90,2016
381,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",dance pop,79,2016
382,Bryson Tiller,Don't,kentucky hip hop,79,2016
383,DJ Snake,Let Me Love You,dance pop,77,2016
384,Justin Bieber,Let Me Love You,canadian pop,90,2016
385,WILLOW,Wait a Minute!,afrofuturism,74,2016
386,Rihanna,Needed Me,barbadian pop,89,2016
387,Twenty One Pilots,Ride,modern rock,79,2016
388,Calvin Harris,This Is What You Came For,dance pop,83,2016
389,Rihanna,This Is What You Came For,barbadian pop,89,2016
390,DNCE,Cake By The Ocean,dance pop,69,2016
391,Calum Scott,Dancing On My Own,neo mellow,77,2016
392,Lukas Graham,7 Years,danish pop,71,2016
393,Twenty One Pilots,Heathens,modern rock,79,2016
394,The Chainsmokers,Don't Let Me Down,dance pop,80,2016
395,Daya,Don't Let Me Down,alt z,69,2016
396,Martin Garrix,In the Name of Love,dance pop,75,2016
397,Bebe Rexha,In the Name of Love,dance pop,83,2016
398,Alan Walker,Faded,electro house,80,2016
399,Meghan Trainor,NO,dance pop,82,2016
400,James Arthur,Can I Be Him,pop,79,2016
401,Bryson Tiller,Exchange,kentucky hip hop,79,2016
402,Coldplay,Adventure of a Lifetime,permanent wave,88,2016
403,Drake,Hotline Bling,canadian hip hop,97,2016
404,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,dance pop,69,2016
405,Seeb,I Took A Pill In Ibiza - Seeb Remix,dance pop,68,2016
406,gnash,"i hate u, i love u (feat. olivia o'brien)",pop,64,2016
407,Olivia O'Brien,"i hate u, i love u (feat. olivia o'brien)",alt z,68,2016
408,G-Eazy,"Me, Myself & I",indie pop rap,74,2016
409,Bebe Rexha,"Me, Myself & I",dance pop,83,2016
410,ZAYN,PILLOWTALK,dance pop,76,2016
411,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",hip hop,84,2016
412,Wiz Khalifa,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",dance pop,81,2016
413,Imagine Dragons,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",modern rock,88,2016
414,X Ambassadors,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",modern alternative rock,70,2016
415,Logic,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",conscious hip hop,76,2016
416,Ty Dolla $ign,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",dance pop,80,2016
417,Post Malone,White Iverson,dfw rap,87,2016
418,Calvin Harris,My Way,dance pop,83,2016
419,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),edm,67,2016
420,Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),bboy,59,2016
421,The Lumineers,Ophelia,folk-pop,76,2016
422,Flo Rida,My House,dance pop,77,2016
423,X Ambassadors,Renegades,modern alternative rock,70,2016
424,Tory Lanez,Say It,canadian hip hop,80,2016
425,Jonas Blue,Perfect Strangers,dance pop,73,2016
426,JP Cooper,Perfect Strangers,dance pop,68,2016
427,DJ Snake,Middle,dance pop,77,2016
428,Bipolar Sunshine,Middle,gauze pop,59,2016
429,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),dance pop,68,2016
430,Ty Dolla $ign,Work from Home (feat. Ty Dolla $ign),dance pop,80,2016
431,Alok,Hear Me Now,electro house,78,2016
432,Zeeba,Hear Me Now,brazilian edm,62,2016
433,Bruno Martini,Hear Me Now,brazilian edm,64,2016
434,Hailee Steinfeld,Starving,dance pop,71,2016
435,Grey,Starving,pop edm,65,2016
436,Zedd,Starving,complextro,74,2016
437,Future,Low Life (feat. The Weeknd),atl hip hop,87,2016
438,The Weeknd,Low Life (feat. The Weeknd),canadian contemporary r&b,93,2016
439,Little Mix,Shout Out to My Ex,dance pop,76,2016
440,Mark Ronson,Uptown Funk (feat. Bruno Mars),dance pop,73,2015
441,Bruno Mars,Uptown Funk (feat. Bruno Mars),dance pop,87,2015
442,Ed Sheeran,Thinking out Loud,pop,90,2015
443,Wiz Khalifa,See You Again (feat. Charlie Puth),dance pop,81,2015
444,Charlie Puth,See You Again (feat. Charlie Puth),dance pop,83,2015
445,Justin Bieber,What Do You Mean?,canadian pop,90,2015
446,Major Lazer,Lean On,dance pop,73,2015
447,MØ,Lean On,dance pop,69,2015
448,DJ Snake,Lean On,dance pop,77,2015
449,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",canadian contemporary r&b,93,2015
450,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",dance pop,78,2015
451,The Neighbourhood,Daddy Issues,modern alternative rock,84,2015
452,Avicii,The Nights,dance pop,80,2015
453,Twenty One Pilots,Stressed Out,modern rock,79,2015
454,Taylor Swift,Blank Space,pop,100,2015
455,Tame Impala,The Less I Know The Better,australian psych,79,2015
456,Justin Bieber,Love Yourself,canadian pop,90,2015
457,The Weeknd,The Hills,canadian contemporary r&b,93,2015
458,Bryson Tiller,Don't,kentucky hip hop,79,2015
459,Ariana Grande,One Last Time,dance pop,89,2015
460,WALK THE MOON,Shut Up and Dance,dance rock,67,2015
461,Avicii,Waiting For Love,dance pop,80,2015
462,Sam Smith,Like I Can,dance pop,88,2015
463,The Weeknd,Can't Feel My Face,canadian contemporary r&b,93,2015
464,BØRNS,Electric Love,modern rock,66,2015
465,Justin Bieber,Sorry,canadian pop,90,2015
466,Fall Out Boy,Centuries,emo,77,2015
467,Demi Lovato,Cool for the Summer,dance pop,79,2015
468,Pitbull,Time of Our Lives,dance pop,81,2015
469,Ne-Yo,Time of Our Lives,dance pop,77,2015
470,One Direction,Drag Me Down,boy band,84,2015
471,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),dance pop,82,2015
472,John Legend,Like I'm Gonna Lose You (feat. John Legend),neo soul,77,2015
473,Calvin Harris,Outside (feat. Ellie Goulding),dance pop,83,2015
474,Ellie Goulding,Outside (feat. Ellie Goulding),dance pop,78,2015
475,KALEO,Way down We Go,icelandic indie,67,2015
476,Ariana Grande,Love Me Harder,dance pop,89,2015
477,The Weeknd,Love Me Harder,canadian contemporary r&b,93,2015
478,Drake,Hotline Bling,canadian hip hop,97,2015
479,R. City,Locked Away (feat. Adam Levine),reggae fusion,61,2015
480,Adam Levine,Locked Away (feat. Adam Levine),deep talent show,72,2015
481,Rihanna,FourFiveSeconds,barbadian pop,89,2015
482,Kanye West,FourFiveSeconds,chicago rap,90,2015
483,Paul McCartney,FourFiveSeconds,album rock,72,2015
484,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),san diego rap,59,2015
485,One Direction,Perfect,boy band,84,2015
486,Zara Larsson,Lush Life,dance pop,75,2015
487,Rachel Platten,Fight Song,dance pop,61,2015
488,Meghan Trainor,Dear Future Husband,dance pop,82,2015
489,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,81,2015
490,Francesco Yates,Sugar (feat. Francesco Yates),canadian pop,59,2015
491,Calvin Harris,How Deep Is Your Love,dance pop,83,2015
492,Disciples,How Deep Is Your Love,deep groove house,61,2015
493,Hozier,Take Me to Church,irish singer-songwriter,77,2015
494,Kygo,Firestone,edm,79,2015
495,Conrad Sewell,Firestone,australian pop,60,2015
496,Jeremih,oui,chicago rap,74,2015
497,Flo Rida,My House,dance pop,77,2015
498,X Ambassadors,Renegades,modern alternative rock,70,2015
499,Shawn Mendes,Stitches,canadian pop,84,2015
500,The Weeknd,In The Night,canadian contemporary r&b,93,2015
501,Taylor Swift,Style,pop,100,2015
502,Little Mix,Black Magic,dance pop,76,2015
503,Big Sean,I Don't Fuck With You,detroit hip hop,77,2015
504,E-40,I Don't Fuck With You,cali rap,67,2015
505,Pharrell Williams,"Happy - From ""Despicable Me 2""",hip hop,80,2014
506,Katy Perry,Dark Horse,dance pop,84,2014
507,Juicy J,Dark Horse,crunk,74,2014
508,One Direction,Night Changes,boy band,84,2014
509,Iggy Azalea,Fancy,australian hip hop,68,2014
510,Charli XCX,Fancy,art pop,76,2014
511,Sam Smith,I'm Not The Only One,dance pop,88,2014
512,Sam Smith,Stay With Me,dance pop,88,2014
513,MAGIC!,Rude,reggae fusion,65,2014
514,Sia,Chandelier,australian dance,84,2014
515,John Legend,All of Me,neo soul,77,2014
516,Paloma Faith,Only Love Can Hurt Like This,british soul,71,2014
517,Meghan Trainor,All About That Bass,dance pop,82,2014
518,Ed Sheeran,Photograph,pop,90,2014
519,Maroon 5,Maps,pop,85,2014
520,Coldplay,A Sky Full of Stars,permanent wave,88,2014
521,One Direction,Story of My Life,boy band,84,2014
522,MKTO,Classic,dance pop,65,2014
523,Calvin Harris,Summer,dance pop,83,2014
524,Ed Sheeran,Thinking out Loud,pop,90,2014
525,Pitbull,Timber (feat. Ke$ha),dance pop,81,2014
526,Kesha,Timber (feat. Ke$ha),dance pop,75,2014
527,Vance Joy,Riptide,folk-pop,74,2014
528,Rixton,Me And My Broken Heart,dance pop,61,2014
529,Jessie J,Bang Bang,dance pop,71,2014
530,Ariana Grande,Bang Bang,dance pop,89,2014
531,Nicki Minaj,Bang Bang,dance pop,85,2014
532,Maroon 5,Sugar,pop,85,2014
533,One Direction,Steal My Girl,boy band,84,2014
534,George Ezra,Budapest,folk-pop,73,2014
535,American Authors,Best Day Of My Life,indie poptimism,65,2014
536,Ariana Grande,Love Me Harder,dance pop,89,2014
537,The Weeknd,Love Me Harder,canadian contemporary r&b,93,2014
538,OneRepublic,Counting Stars,piano rock,84,2014
539,Avicii,Hey Brother,dance pop,80,2014
540,Maroon 5,Animals,pop,85,2014
541,ScHoolboy Q,Collard Greens,gangster rap,72,2014
542,Kendrick Lamar,Collard Greens,conscious hip hop,88,2014
543,Lorde,Team,art pop,76,2014
544,Mr. Probz,Waves - Robin Schulz Radio Edit,dutch hip hop,62,2014
545,Robin Schulz,Waves - Robin Schulz Radio Edit,dance pop,81,2014
546,Becky G,Shower,dance pop,78,2014
547,Nico & Vinz,Am I Wrong,pop rap,61,2014
548,Ariana Grande,Break Free,dance pop,89,2014
549,Zedd,Break Free,complextro,74,2014
550,Calvin Harris,Blame (feat. John Newman),dance pop,83,2014
551,John Newman,Blame (feat. John Newman),dance pop,68,2014
552,Labrinth,Jealous,indie poptimism,78,2014
553,Alex & Sierra,Little Do You Know,neo mellow,60,2014
554,Echosmith,Cool Kids,indie poptimism,60,2014
555,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",hollywood,70,2014
556,Coldplay,Magic,permanent wave,88,2014
557,Ariana Grande,Problem,dance pop,89,2014
558,Iggy Azalea,Problem,australian hip hop,68,2014
559,The Script,Superheroes,celtic rock,73,2014
560,Tove Lo,Habits (Stay High),dance pop,75,2014
561,A Great Big World,Say Something,neo mellow,61,2014
562,Christina Aguilera,Say Something,dance pop,77,2014
563,Jeremih,Don't Tell 'Em,chicago rap,74,2014
564,YG,Don't Tell 'Em,cali rap,74,2014
565,Calvin Harris,Under Control (feat. Hurts),dance pop,83,2014
566,Alesso,Under Control (feat. Hurts),dance pop,75,2014
567,Hurts,Under Control (feat. Hurts),metropopolis,58,2014
568,Taylor Swift,Shake It Off,pop,100,2014
569,Milky Chance,Stolen Dance,german pop,72,2014
570,Lorde,Royals,art pop,76,2013
571,Robin Thicke,Blurred Lines,contemporary r&b,62,2013
572,T.I.,Blurred Lines,atl hip hop,73,2013
573,Pharrell Williams,Blurred Lines,hip hop,80,2013
574,Imagine Dragons,Radioactive,modern rock,88,2013
575,Avicii,Wake Me Up,dance pop,80,2013
576,Bruno Mars,Locked out of Heaven,dance pop,87,2013
577,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),dance pop,73,2013
578,Macklemore,Thrift Shop (feat. Wanz),pop rap,76,2013
579,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,electro,80,2013
580,Pharrell Williams,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,hip hop,80,2013
581,Nile Rodgers,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,disco,69,2013
582,Tom Odell,Another Love,chill pop,78,2013
583,The Neighbourhood,Sweater Weather,modern alternative rock,84,2013
584,Arctic Monkeys,Why'd You Only Call Me When You're High?,garage rock,87,2013
585,Capital Cities,Safe And Sound,metropopolis,65,2013
586,Bruno Mars,When I Was Your Man,dance pop,87,2013
587,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),dance pop,73,2013
588,Macklemore,Can't Hold Us (feat. Ray Dalton),pop rap,76,2013
589,Kodaline,All I Want,irish pop,69,2013
590,P!nk,Just Give Me a Reason (feat. Nate Ruess),dance pop,79,2013
591,Christina Perri,A Thousand Years,dance pop,70,2013
592,Arctic Monkeys,Do I Wanna Know?,garage rock,87,2013
593,Lil Wayne,Love Me,hip hop,84,2013
594,Drake,Love Me,canadian hip hop,97,2013
595,Future,Love Me,atl hip hop,87,2013
596,Of Monsters and Men,Little Talks,folk-pop,67,2013
597,Katy Perry,Unconditionally,dance pop,84,2013
598,Demi Lovato,Heart Attack,dance pop,79,2013
599,Bruno Mars,Treasure,dance pop,87,2013
600,Justin Timberlake,Mirrors,dance pop,79,2013
601,Eminem,The Monster,detroit hip hop,91,2013
602,Rihanna,The Monster,barbadian pop,89,2013
603,Taylor Swift,I Knew You Were Trouble.,pop,100,2013
604,will.i.am,Scream & Shout,dance pop,72,2013
605,Britney Spears,Scream & Shout,dance pop,81,2013
606,Miley Cyrus,Wrecking Ball,dance pop,80,2013
607,Childish Gambino,3005,atl hip hop,78,2013
608,J. Cole,Power Trip (feat. Miguel),conscious hip hop,85,2013
609,Miguel,Power Trip (feat. Miguel),dance pop,77,2013
610,P!nk,Try,dance pop,79,2013
611,Pitbull,Feel This Moment (feat. Christina Aguilera),dance pop,81,2013
612,Christina Aguilera,Feel This Moment (feat. Christina Aguilera),dance pop,77,2013
613,Lorde,Team,art pop,76,2013
614,One Direction,Best Song Ever,boy band,84,2013
615,Miley Cyrus,We Can't Stop,dance pop,80,2013
616,Zedd,Clarity,complextro,74,2013
617,Foxes,Clarity,dance pop,60,2013
618,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",east coast hip hop,80,2013
619,Drake,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",canadian hip hop,97,2013
620,2 Chainz,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",atl hip hop,75,2013
621,Kendrick Lamar,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",conscious hip hop,88,2013
622,Passenger,Let Her Go,folk-pop,70,2013
623,Bastille,Pompeii,metropopolis,74,2013
624,Kanye West,Black Skinhead,chicago rap,90,2013
625,Imagine Dragons,Demons,modern rock,88,2013
626,The Lumineers,Ho Hey,folk-pop,76,2013
627,Justin Bieber,Beauty And A Beat,canadian pop,90,2013
628,Nicki Minaj,Beauty And A Beat,dance pop,85,2013
629,AWOLNATION,Sail,la indie,61,2013
630,Calvin Harris,Sweet Nothing (feat. Florence Welch),dance pop,83,2013
631,Florence Welch,Sweet Nothing (feat. Florence Welch),uk pop,55,2013
632,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),emo,77,2013
633,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,art pop,88,2013
634,Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,edm,62,2013
635,Katy Perry,Roar,dance pop,84,2013
636,Drake,"Hold On, We're Going Home",canadian hip hop,97,2013
637,Majid Jordan,"Hold On, We're Going Home",canadian contemporary r&b,66,2013
638,Rihanna,Stay - Album Version (Edited),barbadian pop,89,2013
639,Mikky Ekko,Stay - Album Version (Edited),nashville indie,66,2013
640,Bridgit Mendler,Ready or Not,dance pop,60,2013
641,Bruno Mars,Locked out of Heaven,dance pop,87,2012
642,Carly Rae Jepsen,Call Me Maybe,canadian pop,74,2012
643,fun.,We Are Young (feat. Janelle Monáe),baroque pop,66,2012
